Continent,Country or State,Province or City,Shop Name,Shop Age,PC Make,PC Model,Storage Type,Customer Name,Customer Surname,Customer Contact Number,Customer Email Address,Sales Person Name,Sales Person Department,Cost Price,Sale Price,Payment Method,Discount Amount,Purchase Date,Ship Date,Finance Amount,RAM,Credit Score,Channel,Priority,Cost of Repairs,Total Sales per Employee,PC Market Price,Storage Capacity
Africa,Tanzania,Katavi,Mini Tech,3,Acer,Chromebook Spin 311,HDD,David,Lowery,(987)428-5819x2567,maryduarte@example.com,Mitchell Atkins,New Sales,27252,32062,Finance,924,2022-03-31,2022-04-08,5202,16GB,502,Online,Low,0,456,27366,500GB
Africa,Ghana,Brong-Ahafo,KyaSand Tech Gadgets,4,Samsung,Galaxy Book S,HDD,Elizabeth,Smith,(599)594-2211,briannacordova@example.net,Jonathan Miller,Returns,24544,27856,Finance,969,2022-03-08,N/A,19753,4GB,438,Offline,Medium,0,32,27347,256GB
North America,Illinois,Tinley Park,ABC Computers,3,HP,Envy,SSD,Robert,Hernandez,001-489-083-9271,dawn93@example.com,Glenda Cohen,Returns,22615,25636,Cash,835,2021-09-01,2021-09-18,0,4GB,511,Online,Medium,0,59,25259,1TB
North America,California,Santa Ana,S & A Computer Place,10,Acer,Spin 5,HDD,Joshua,Terrell,001-113-825-1030x3622,juannavarro@example.net,Alyssa Martinez,Second-hand Sales,21877,26655,Finance,418,2023-07-06,N/A,33812,16GB,821,Offline,High,0,335,25027,1TB
North America,Illinois,Berwyn,KyaSand Tech Gadgets,8,Microsoft,Surface Studio,SSD,Cynthia,Short,(809)399-7684,jhaynes@example.com,Katie Fernandez,Repairs,25396,28182,Cash,820,2023-09-04,N/A,0,16GB,664,Offline,High,3652,413,27160,1TB
Africa,Ghana,Volta,ABC Computers,9,Lenovo,IdeaPad Flex 5,HDD,Ashley,Nelson,+1-050-918-3831,julieromero@example.com,Jessica Morgan,Repairs,18148,21599,Finance,432,2022-08-10,N/A,5739,16GB,749,Offline,Medium,4974,272,20218,1TB
Africa,Botswana,South-East,Benjis Tech,1,Toshiba,Chromebook,SSD,Erik,Mejia,+1-341-480-7347x62436,avasquez@example.com,Sarah Riley,Second-hand Sales,23956,28197,Finance,222,2022-10-03,N/A,19954,8GB,512,Offline,Low,0,72,27604,256GB
North America,Illinois,Orland Park,CK Tech Store,6,Samsung,Notebook Flash,HDD,Lawrence,Dunn,638.564.5068x9971,duranjennifer@example.com,Jason Phillips,Repairs,11659,15641,Bank Transfer,629,2023-02-28,2023-03-25,0,8GB,519,Online,Low,2749,332,12396,1TB
North America,California,Anaheim,Western International PCs,6,MSI,Modern 15,HDD,Michael,Costa,001-950-778-3412,anthonywalker@example.net,Andrew Miranda,Second-hand Sales,14242,17012,Cash,556,2023-02-04,2023-02-19,0,8GB,416,Online,Medium,0,223,14299,500GB
Africa,Morocco,Agadir-Ida Ou Tanane,ABC Computers,6,Dell,Latitude,HDD,Stephen,Harris,2519487031,sextonbrian@example.org,Emma Scott,Returns,13331,17317,Bank Transfer,300,2022-10-11,2022-10-26,0,2GB,435,Online,High,0,645,15946,500GB
North America,New York,New York,CK Tech Store,5,Asus,Chromebook Flip C434,HDD,Mary,Stewart,(527)430-6888x09476,angelachambers@example.com,Sean Guerrero,Returns,11318,13634,Cash,945,2023-03-19,2023-04-01,0,4GB,687,Online,High,0,179,12829,256GB
Africa,Tanzania,Ruvuma,Ricks Computers,1,Asus,ROG Zephyrus S GX701,HDD,Tina,Wood,582-747-9669,rachelturner@example.net,David Osborn,Returns,8211,10214,Finance,240,2023-02-11,2023-03-07,12045,4GB,426,Online,Medium,0,309,8286,1TB
Africa,Ghana,Upper East,KyaSand Tech Gadgets,5,Acer,Aspire 7,SSD,Susan,Morgan,858-937-6992,victoria36@example.com,Kevin Lee,New Sales,11354,15642,Cash,651,2023-10-26,N/A,0,8GB,682,Offline,Medium,0,64,14269,500GB
Africa,Angola,Lunda Norte,Greens Laptops and PCs,8,Microsoft,Surface Laptop,SSD,Joshua,Dixon,001-593-134-9142x1523,stephanie28@example.com,Lori Anderson,New Sales,22857,26615,Bank Transfer,829,2022-12-06,N/A,0,4GB,694,Offline,High,0,654,26126,256GB
Africa,Morocco,Fes,Western International PCs,2,Acer,Aspire 7,SSD,Nathaniel,Garcia,8305639632,kevinluna@example.org,Adam Schwartz,Repairs,2614,5464,Cash,392,2022-12-18,N/A,0,4GB,573,Offline,Medium,1063,571,4728,1TB
North America,Texas,Laredo,DEF Machines,1,MSI,P65 Creator,SSD,John,Donovan,001-410-812-2182x616,williamdavis@example.com,Ashley Wright,New Sales,15217,17224,Cash,36,2022-10-14,N/A,0,2GB,845,Offline,Low,0,950,16306,1TB
Africa,Morocco,Taroudant,Greens Laptops and PCs,4,Microsoft,Surface Neo,SSD,William,Gregory,001-840-246-9513x31980,browningwendy@example.com,Emma Scott,New Sales,3538,6982,Cash,582,2024-01-27,N/A,0,8GB,626,Offline,High,0,902,5316,500GB
North America,Michigan,Holland,ABC Computers,7,HP,Chromebook,SSD,Candice,Carney,(606)755-5573x8325,fletchererica@example.org,Erika Larsen,Repairs,23335,25556,Cash,189,2022-02-03,N/A,0,4GB,655,Offline,Medium,2017,725,25390,256GB
North America,Georgia,Alpharetta,Jacks Hardware,9,Toshiba,Qosmio,HDD,Micheal,Myers,797-279-0968,zacharymurray@example.net,Christine Ramirez,Returns,17800,21632,Cash,297,2021-08-05,N/A,0,16GB,481,Offline,Medium,0,272,19515,500GB
North America,Illinois,Hoffman Estates,KyaSand Tech Gadgets,4,Microsoft,Surface Laptop,SSD,Lori,Thomas,694-603-8425x5802,jonesrobin@example.com,Katie Fernandez,New Sales,20796,25204,Bank Transfer,679,2022-10-03,2022-10-30,0,16GB,427,Online,Medium,0,213,24642,500GB
North America,Ohio,Westerville,DEF Machines,9,Toshiba,Portege,SSD,Natalie,Russell,(408)123-5192,adam75@example.org,Mr. Nathan Douglas,New Sales,21871,25022,Cash,402,2022-01-19,2022-02-06,0,4GB,722,Online,Medium,0,401,22692,1TB
Africa,Angola,Benguela,A & A PCs,6,Dell,Precision,HDD,Stephanie,Dougherty,(285)883-3255x80732,steven25@example.com,Hector Robertson,Repairs,22857,25277,Finance,919,2022-12-02,N/A,34908,8GB,602,Offline,Low,3842,998,23624,500GB
Africa,Tanzania,Pemba Kaskazini,LJ Computers,4,Apple,Apple MacBook Air,HDD,Lynn,Palmer,864.856.9286,stephaniebullock@example.com,Alicia Evans,Repairs,24114,27842,Bank Transfer,574,2021-08-15,2021-09-01,0,8GB,448,Online,Medium,3477,470,26456,500GB
Africa,Angola,Benguela,Western International PCs,5,Dell,Precision,SSD,Kenneth,Carroll,(686)071-7013x4475,fergusonanthony@example.org,Hector Robertson,New Sales,15648,20572,Finance,963,2022-11-03,N/A,27301,2GB,412,Offline,High,0,200,19439,256GB
North America,Pennsylvania,Bethlehem,Ricks Computers,5,Samsung,Notebook 9 Pro,SSD,Victor,Sawyer,(531)006-3644x6220,robertsonkayla@example.org,Carl Davis,Second-hand Sales,11611,15028,Bank Transfer,320,2021-08-17,N/A,0,4GB,553,Offline,Low,0,239,11928,256GB
Africa,Angola,Huambo,Benjis Tech,8,HP,Elitebook,SSD,Michael,Patel,+1-921-232-6931x43861,diane22@example.org,James Thornton,Second-hand Sales,18090,22909,Finance,163,2022-09-18,N/A,15733,4GB,587,Offline,High,0,739,21669,256GB
Africa,Kenya,Turkana,DEF Machines,5,Apple,Apple MacBook Pro,SSD,Rachel,Glass,126.913.7785x754,parkeryolanda@example.net,Cassandra Mcmillan,New Sales,26229,29903,Cash,382,2021-04-20,N/A,0,4GB,587,Offline,High,0,755,27454,256GB
Africa,Angola,Namibe,ABC Computers,10,Microsoft,Surface Book,SSD,Jeffrey,Olson,815-812-8779x3737,edwarddaniels@example.org,Kimberly Duncan,New Sales,13273,15898,Finance,130,2022-02-27,N/A,41654,8GB,430,Offline,High,0,398,14050,256GB
Africa,Morocco,Assa-Zag,Ricks Computers,2,Asus,ROG Zephyrus S GX701,HDD,Matthew,Nelson,+1-889-239-4611x1555,amanda06@example.com,Adam Schwartz,Second-hand Sales,25222,30012,Bank Transfer,601,2023-09-28,N/A,0,8GB,679,Offline,Low,0,274,28936,1TB
North America,Ohio,Euclid,Western International PCs,6,Asus,Chromebook Flip C434,SSD,Karen,Ortega,001-874-698-6990x68883,charles86@example.com,Roger Cole,Second-hand Sales,12638,15895,Finance,888,2021-07-24,N/A,10324,4GB,483,Offline,High,0,356,13103,500GB
North America,Texas,Frisco,Jacks Hardware,5,Acer,Swift 3,SSD,Brianna,Cruz,001-163-997-8033x97880,vserrano@example.net,Lauren Morales,Repairs,14998,19714,Cash,399,2021-07-27,N/A,0,8GB,836,Offline,Medium,3290,922,19357,1TB
Africa,Morocco,Laayoune-Sakia El Hamra,Western International PCs,2,Toshiba,Qosmio,HDD,Rebecca,Andrews,001-727-951-1477,whoward@example.org,Gina Day,Second-hand Sales,6927,10698,Cash,724,2022-01-01,N/A,0,4GB,848,Offline,High,0,13,8634,256GB
North America,Pennsylvania,Williamsport,A & A PCs,3,HP,Spectre,SSD,Jerry,Doyle,729-186-3406x512,schneidermicheal@example.com,Beth James,Second-hand Sales,6538,11374,Finance,605,2023-10-26,N/A,10956,8GB,557,Offline,Low,0,937,9176,256GB
North America,Pennsylvania,Lancaster,Mini Tech,3,Apple,Apple Macintosh Classic,HDD,Jacob,Mills,858-901-6124x696,dominguezcaleb@example.net,Leah Watts,New Sales,4792,8199,Bank Transfer,20,2023-10-24,2023-10-26,0,4GB,672,Online,Medium,0,171,7047,256GB
North America,Florida,Tallahassee,CK Tech Store,7,Acer,Swift 3,SSD,Kenneth,Leon,001-720-541-8068x7533,joshuafitzpatrick@example.com,Rachel Rowe,Second-hand Sales,24169,27570,Finance,911,2023-10-06,N/A,30051,8GB,667,Offline,High,0,856,26163,1TB
North America,North Carolina,Hickory,Western International PCs,6,Asus,VivoBook Flip 14,HDD,Samantha,Green,+1-199-746-7671x3307,glynch@example.net,Tamara Clark,Repairs,24789,28637,Bank Transfer,308,2021-06-22,N/A,0,8GB,569,Offline,Medium,2750,629,25423,256GB
Africa,Angola,Luanda,Mini Tech,7,Toshiba,Dynabook,SSD,David,Clayton,(669)889-4344,matthew40@example.org,Kimberly Duncan,Repairs,28971,33885,Finance,526,2021-10-28,N/A,41311,16GB,702,Offline,High,2054,840,32105,500GB
Africa,Morocco,Guelmim-Oued Noun,Jacks Hardware,7,MSI,GP76 Leopard,SSD,Daniel,Massey,4068050296,loveangela@example.org,Jessica Thomas,Returns,12813,17794,Bank Transfer,752,2023-05-29,N/A,0,4GB,432,Offline,High,0,359,14021,1TB
North America,Pennsylvania,Altoona,GH PC Shop,7,Acer,ConceptD 5,SSD,Allison,English,(307)132-1331x751,reidshawn@example.com,Lisa Graham,New Sales,6516,10082,Cash,898,2023-12-01,2023-12-23,0,2GB,709,Online,Low,0,810,8288,500GB
Africa,Ethiopia,Dire Dawa,Benjis Tech,10,Acer,Predator Triton 500,HDD,Kimberly,Hill,159.434.5992x1933,tsanford@example.org,Kenneth Herring,New Sales,25889,29194,Bank Transfer,643,2022-07-23,2022-07-29,0,4GB,427,Online,High,0,332,28662,256GB
Africa,Nigeria,Niger,A & A PCs,9,Toshiba,Qosmio,HDD,Barbara,Nash,483-386-9201,michael73@example.net,Mary Shaw,Second-hand Sales,15165,18507,Cash,732,2023-11-11,N/A,0,4GB,528,Offline,Medium,0,529,17806,256GB
North America,Florida,Palm Bay,DEF Machines,2,Samsung,Notebook Flash,HDD,Angela,Smith,856.162.2886,kramermichael@example.net,Mark Evans,Second-hand Sales,3179,5578,Finance,355,2023-08-07,2023-08-28,1148,2GB,820,Online,Low,0,889,4518,1TB
Africa,Morocco,Safi,Ricks Computers,6,Toshiba,Chromebook,HDD,Gregory,Lewis,524-959-5651x617,lyates@example.com,Gina Day,New Sales,8586,13566,Cash,583,2024-01-15,2024-01-24,0,2GB,618,Online,High,0,288,12555,1TB
Africa,Nigeria,Osun,Benjis Tech,2,MSI,GF63 Thin,HDD,Mark,Spears,+1-890-112-2739x35370,melvin44@example.net,Pamela Morgan,Returns,11690,14588,Finance,684,2023-05-14,2023-05-27,29780,16GB,672,Online,High,0,40,12771,1TB
North America,Ohio,Middletown,Greens Laptops and PCs,8,Lenovo,ThinkPad P15s,SSD,Deborah,Miller,(368)982-1775x8488,allenstephen@example.org,Roger Cole,Returns,28834,33044,Bank Transfer,107,2022-01-25,N/A,0,4GB,599,Offline,High,0,245,32560,1TB
North America,Ohio,Youngstown,Western International PCs,8,Microsoft,Surface Laptop,HDD,Larry,Olsen,+1-514-212-9242x95045,kristinbutler@example.net,Jason Gentry,New Sales,15725,18561,Bank Transfer,555,2021-04-09,2021-04-15,0,4GB,540,Online,High,0,656,15764,1TB
Africa,Nigeria,Anambra,Ricks Computers,3,Lenovo,IdeaPad Flex 5,HDD,Kent,Hall,1743422709,nealcraig@example.org,Collin Bryant,Repairs,14301,17168,Finance,133,2021-09-29,2021-10-17,2846,4GB,698,Online,High,3838,407,14580,256GB
North America,Pennsylvania,Oil City,GH PC Shop,5,HP,Stream,SSD,Christopher,Rice,+1-553-244-6161,benjamin14@example.net,Leah Watts,New Sales,20691,23748,Cash,718,2021-12-06,2021-12-18,0,16GB,749,Online,Low,0,515,20713,500GB
Africa,South Africa,Northern Cape,Ricks Computers,7,MSI,Alpha 15,SSD,Jessica,Gonzales,+1-045-846-2512x329,judy98@example.com,Daniel Lane,Repairs,28779,31967,Bank Transfer,940,2023-06-02,N/A,0,16GB,826,Offline,Medium,3604,159,31664,1TB
North America,Michigan,Holland,Mini Tech,4,MSI,GE76 Raider,SSD,Amanda,Conner,(974)100-6213x5591,yhaney@example.net,Casey Dunn,Second-hand Sales,26448,31337,Finance,40,2021-04-27,2021-05-09,29227,8GB,774,Online,Medium,0,246,28014,500GB
Africa,Egypt,Minya,Frankies Hardware and Software,10,HP,Chromebook,HDD,Isaac,Gonzalez,510-494-5389,nathan38@example.org,Allison Gilbert,New Sales,7280,9383,Finance,865,2022-01-20,2022-02-07,27741,16GB,643,Online,High,0,396,7676,1TB
Africa,Ethiopia,Amhara,KyaSand Tech Gadgets,2,Dell,Vostro,HDD,James,Watkins,672.694.1729x4599,colton97@example.com,Jacob Spencer,Second-hand Sales,5176,7901,Bank Transfer,14,2022-01-03,N/A,0,8GB,704,Offline,Low,0,696,5759,256GB
Africa,Nigeria,Ogun,Benjis Tech,1,Apple,Apple Mac Pro,HDD,Cassandra,Sanders,+1-777-298-2232x87444,kathleen40@example.net,Diana Waters,Repairs,29303,33907,Bank Transfer,401,2023-01-30,2023-02-23,0,8GB,673,Online,Medium,1627,396,33407,500GB
Africa,Kenya,Baringo,KyaSand Tech Gadgets,2,Lenovo,IdeaPad 5,SSD,Elizabeth,Smith,+1-382-118-7990x73535,andersonmaria@example.net,Amy Johnson,Repairs,7182,11546,Bank Transfer,895,2022-04-14,N/A,0,8GB,452,Offline,High,2177,430,9612,500GB
Africa,Tanzania,Ruvuma,Greens Laptops and PCs,7,Microsoft,Surface Laptop,HDD,Rhonda,Taylor,(985)259-4439x98216,jking@example.com,Mitchell Atkins,Repairs,7762,10541,Bank Transfer,929,2023-12-20,N/A,0,2GB,576,Offline,Low,4898,336,8941,256GB
Africa,Morocco,Berkane,S & A Computer Place,4,Apple,Apple Lisa,SSD,Dale,Brown,+1-962-393-6885x56661,scottmartinez@example.org,Brian Johnson,Returns,28302,31332,Bank Transfer,69,2022-12-14,2023-01-03,0,2GB,713,Online,High,0,464,29712,1TB
North America,Florida,Hialeah,A & A PCs,8,Microsoft,Surface Duo,HDD,Jessica,Meyers,788-595-7958x4056,nbradford@example.com,Mary Kidd,Repairs,6283,9932,Cash,326,2022-09-29,2022-10-28,0,4GB,652,Online,High,2478,648,9234,1TB
North America,Georgia,Statesboro,GHI Machines,3,Dell,XPS,SSD,Robert,Richards,001-289-468-2899,murraymonique@example.com,Christine Ramirez,Second-hand Sales,6249,10694,Cash,907,2021-08-24,2021-09-14,0,2GB,689,Online,Medium,0,389,7265,500GB
Africa,Nigeria,Ogun,Ricks Computers,2,Samsung,Notebook 5,HDD,Jackie,Garcia,001-572-344-8670x241,ovasquez@example.net,Brian Gonzales,Returns,28935,31625,Finance,319,2023-04-24,2023-05-03,43466,2GB,607,Online,Medium,0,386,29823,500GB
North America,California,Irvine,ABC Computers,5,Samsung,Galaxy Book S,HDD,Deborah,Ayala,+1-200-206-3183,andrewstodd@example.net,Rachel Mitchell,New Sales,28474,31455,Bank Transfer,801,2022-07-07,N/A,0,4GB,437,Offline,Medium,0,205,30411,500GB
North America,North Carolina,Raleigh,DEF Machines,3,Toshiba,Portege,HDD,Troy,Alvarez,(211)823-4197x097,jamesgarcia@example.net,Eric Hall,Repairs,23894,28885,Finance,812,2023-08-20,2023-09-19,36348,2GB,445,Online,Medium,4636,897,25466,500GB
North America,Pennsylvania,Hermitage,ABC Computers,4,Asus,ZenBook Flip S UX371,SSD,Stacy,Gregory,(450)669-9950x46427,joneslisa@example.com,Nathan Villarreal,New Sales,4270,7519,Cash,236,2022-05-29,2022-06-06,0,8GB,573,Online,Low,0,797,5176,1TB
North America,Pennsylvania,Allentown,Benjis Tech,9,Toshiba,Qosmio,SSD,William,Johnson,877-994-7320x4210,ngoodman@example.net,Thomas Perry,New Sales,6911,9903,Bank Transfer,107,2023-07-05,N/A,0,4GB,667,Offline,Medium,0,915,8286,256GB
North America,Pennsylvania,Bethlehem,LJ Computers,4,Samsung,Notebook Flash,HDD,Matthew,Hall,(879)583-1745,taylorkenneth@example.org,Nathan Villarreal,Second-hand Sales,23044,25110,Bank Transfer,657,2022-10-23,2022-10-24,0,16GB,739,Online,Low,0,922,23377,1TB
Africa,Ethiopia,Tigray,A & A PCs,6,Microsoft,Surface Duo,HDD,Christopher,Shah,680-371-6790,perryangela@example.org,Michael Summers,Second-hand Sales,16091,18265,Finance,750,2022-08-01,N/A,18402,2GB,630,Offline,High,0,891,16766,256GB
Africa,Angola,Luanda,GHI Machines,10,Lenovo,ThinkPad X1 Carbon,HDD,Autumn,Hall,966.864.3653x1566,mwallace@example.net,Kenneth Willis,Repairs,3642,7931,Cash,771,2022-01-01,N/A,0,2GB,727,Offline,Medium,1275,87,6151,500GB
Africa,South Africa,Mpumalanga,GH PC Shop,8,Apple,Apple Mac Pro,SSD,Henry,Pineda,284-948-3585,barbara02@example.com,Jonathan Huang,New Sales,29566,34207,Finance,483,2022-09-10,N/A,4811,4GB,803,Offline,Medium,0,222,32577,500GB
North America,North Carolina,New Bern,Frankies Hardware and Software,4,Asus,ProArt StudioBook Pro X,HDD,Eric,Shaw,(073)466-1430x341,mistyberry@example.com,Catherine Cuevas,New Sales,23984,28780,Finance,869,2023-12-24,N/A,46847,8GB,690,Offline,Medium,0,744,26756,1TB
North America,Georgia,East Point,Jacks Hardware,8,HP,Elitebook,HDD,Betty,Cohen,052.381.7661,rachelrobinson@example.com,Chris Jones,Second-hand Sales,28847,31780,Finance,181,2022-05-05,N/A,37624,4GB,826,Offline,Medium,0,614,29946,1TB
Africa,Nigeria,Taraba,Ricks Computers,1,Toshiba,Libretto,HDD,Lisa,Garcia,+1-628-997-6631x8318,jacobswesley@example.org,Lisa Morgan,Repairs,8399,12154,Bank Transfer,504,2021-09-07,N/A,0,4GB,629,Offline,Medium,2696,843,11767,500GB
North America,North Carolina,Charlotte,XYZ Tech,7,Lenovo,IdeaPad Flex 5,SSD,Lance,Ingram,591-053-0607,shicks@example.net,Brittany Franklin,Second-hand Sales,9011,13689,Cash,741,2022-03-13,N/A,0,2GB,563,Offline,Medium,0,780,12384,256GB
North America,Pennsylvania,Monessen,Jacks Hardware,6,Asus,ProArt StudioBook Pro X,HDD,Andrea,Smith,(182)484-4878x91351,vclark@example.org,Julia Dodson,Second-hand Sales,6778,10221,Cash,716,2022-11-09,2022-11-17,0,2GB,713,Online,Low,0,583,9144,500GB
North America,Michigan,Grand Rapids,ABC Computers,10,Lenovo,ThinkPad T14,HDD,Kara,Smith,(797)515-7262x919,umarshall@example.net,Veronica Larson,New Sales,12042,14831,Finance,116,2022-01-18,N/A,23841,8GB,817,Offline,Medium,0,736,13853,1TB
North America,Georgia,Johns Creek,Frankies Hardware and Software,8,MSI,GP65 Leopard,HDD,Tina,Carter,719-221-5248,kaylagonzalez@example.net,Ashley Thomas,New Sales,8768,13323,Bank Transfer,162,2021-07-19,2021-07-23,0,2GB,407,Online,Low,0,433,13212,1TB
North America,Georgia,Douglasville,Western International PCs,3,Dell,Vostro,SSD,Rebecca,Davenport,+1-560-137-0846x1242,sara47@example.com,Michael Turner,New Sales,29216,32223,Cash,651,2023-07-12,N/A,0,16GB,497,Offline,Medium,0,320,31945,1TB
North America,Texas,Dallas,XYZ Tech,10,Acer,Chromebook Spin 311,HDD,Megan,Lynch,235-472-1460x8916,nhill@example.com,Melanie Taylor,New Sales,29178,33404,Bank Transfer,135,2023-12-24,N/A,0,2GB,647,Offline,Low,0,633,29471,1TB
North America,North Carolina,Havelock,CK Tech Store,3,MSI,P65 Creator,SSD,Marcus,Salinas,(018)395-7245,alexis67@example.org,Morgan Moore,Second-hand Sales,8728,12929,Bank Transfer,327,2022-04-05,N/A,0,16GB,717,Offline,High,0,73,11519,1TB
North America,Texas,Odessa,XYZ Tech,4,Lenovo,ThinkPad X13 Yoga,SSD,Kayla,Hughes,709.612.4091x917,gary58@example.org,Mike Miranda,Second-hand Sales,15339,17947,Cash,617,2022-02-01,2022-02-10,0,16GB,836,Online,High,0,684,17750,1TB
North America,Ohio,Euclid,Western International PCs,10,Asus,ROG Strix Scar III,SSD,Michael,Avery,2567372685,joanna51@example.net,Mr. Nathan Douglas,Repairs,13513,17784,Bank Transfer,108,2021-06-29,2021-07-13,0,16GB,742,Online,Low,1022,717,14050,500GB
North America,Michigan,Ann Arbor,LJ Computers,7,Samsung,Notebook Flash,HDD,Ronald,Santana,001-046-253-0768x4770,chad12@example.net,Allen Juarez,Returns,21264,26011,Bank Transfer,454,2022-01-21,N/A,0,16GB,753,Offline,Low,0,252,26000,256GB
North America,Texas,Round Rock,CK Tech Store,8,Acer,Aspire E 15,HDD,Michelle,Cox,334.474.8240x17619,mlove@example.com,Ashley Wright,Second-hand Sales,15474,18611,Cash,377,2022-06-17,N/A,0,16GB,832,Offline,Low,0,721,17661,1TB
Africa,Tanzania,Kilimanjaro,CK Tech Store,8,Dell,Vostro,HDD,Amanda,Parker,053-577-7811x38203,debra90@example.com,Corey Rasmussen,Returns,9752,12342,Bank Transfer,21,2023-08-24,2023-09-22,0,8GB,492,Online,Low,0,487,11472,256GB
North America,Texas,Laredo,GHI Machines,6,Toshiba,Dynabook,HDD,Lindsey,Landry,476-084-7674x624,kwashington@example.org,Lauren Morales,Second-hand Sales,24356,26892,Finance,381,2022-01-12,2022-01-20,20131,4GB,670,Online,Low,0,477,26841,500GB
Africa,Egypt,Aswan,ABC Computers,10,Samsung,Notebook 9 Pen,SSD,Tonya,Hayes,8906414434,bdawson@example.net,Allison Gilbert,New Sales,23984,26988,Finance,632,2023-10-23,N/A,40316,16GB,812,Offline,Medium,0,226,25149,500GB
North America,Illinois,Champaign,ABC Computers,7,Acer,ConceptD 5,HDD,Sarah,Ortiz,(103)624-3981x217,darryl74@example.com,Curtis Tucker,Second-hand Sales,15216,17485,Finance,532,2021-03-12,N/A,29981,16GB,556,Offline,Medium,0,730,17384,500GB
Africa,Nigeria,Osun,Greens Laptops and PCs,6,HP,ZBook,HDD,Robin,Sweeney,965.285.1599x843,harrisallen@example.net,Brian Gonzales,New Sales,6830,9815,Finance,636,2024-01-28,N/A,36917,4GB,420,Offline,High,0,658,7230,256GB
North America,Georgia,Peachtree City,Western International PCs,6,HP,Pavilion,SSD,Cynthia,Morris,205.747.1320,jennifer01@example.com,Christine Ramirez,Second-hand Sales,10673,14332,Bank Transfer,216,2023-06-30,2023-07-24,0,2GB,631,Online,Low,0,228,14268,256GB
North America,Ohio,Columbus,LJ Computers,9,HP,Envy,HDD,Mason,Turner,(339)625-7643,kristina19@example.net,Max Mccann,Returns,25888,28710,Cash,314,2023-06-06,N/A,0,4GB,514,Offline,High,0,695,28500,1TB
North America,California,Fresno,LJ Computers,5,Acer,ConceptD 5,SSD,Sara,Ware,(156)454-8927,jonesdavid@example.org,Sean Rodriguez,New Sales,13877,17682,Cash,676,2022-02-07,N/A,0,16GB,423,Offline,Low,0,414,14618,1TB
North America,North Carolina,Fayetteville,CK Tech Store,6,Apple,Apple Mac Pro,HDD,Allison,Moody,249.555.0124,christine33@example.com,Morgan Moore,Repairs,26406,30763,Cash,340,2023-01-11,N/A,0,16GB,522,Offline,High,2460,954,26698,256GB
North America,Georgia,Warner Robins,KyaSand Tech Gadgets,5,MSI,GP76 Leopard,HDD,Lindsey,Mitchell,826-095-3013,thomas38@example.net,Ashley Thomas,Repairs,5152,7337,Finance,240,2022-03-08,N/A,14401,16GB,515,Offline,Medium,1555,245,6659,256GB
